order_id,order_date,customer_name,email,country,category,quantity,unit_price,customer_age,revenue
ORD3120,2024-01-20,Lukas Klein,lukas.klein@example.com,Netherlands,Furniture,5.0,804.57,45.0,4022.85
ORD1018,2024-06-02,Paul Schmidt,paul.schmidt@example.com,Germany,Furniture,1.0,1216.55,33.0,1216.55
ORD1102,2024-02-24,Marie Weber,marie.weber@example.com,Germany,Office Supplies,5.0,1217.23,20.0,6086.15
ORD3368,2024-02-04,Emma Wagner,emma.wagner@example.com,Netherlands,Electronics,4.0,1125.75,29.0,4503.0
ORD2310,2024-08-07,Sofia Becker,sofia.becker@example.com,Netherlands,Furniture,5.0,418.9,48.0,2094.5
ORD2828,2024-01-14,Anna Becker,anna.becker@example.com,Spain,Office Supplies,2.0,1250.75,42.0,2501.5
ORD1691,2024-07-03,Marie Klein,marie.klein@example.com,UK,Office Supplies,4.0,1109.96,33.0,4439.84
ORD1456,2024-02-01,Felix Wagner,felix.wagner@example.com,France,Furniture,4.0,627.56,41.0,2510.24
ORD1363,2024-08-28,Jonas Klein,jonas.klein@example.com,Germany,Furniture,4.0,1357.42,55.0,5429.68
ORD2735,2024-03-14,Lukas Weber,lukas.weber@example.com,France,Electronics,5.0,1005.63,54.0,5028.15
ORD1060,2024-06-01,Emma Weber,emma.weber@example.com,Netherlands,Furniture,,793.85,66.0,
ORD2877,2024-06-07,Emma Becker,emma.becker@example.com,Spain,Furniture,4.0,586.73,31.0,2346.92
ORD1280,2024-01-06,Paul Becker,paul.becker@example.com,Spain,Electronics,4.0,423.42,48.0,1693.68
ORD1079,2024-05-18,Felix Fischer,felix.fischer@example.com,Netherlands,Office Supplies,,865.13,65.0,
ORD3213,2024-07-11,Emma Becker,emma.becker@example.com,Germany,Furniture,5.0,176.48,63.0,882.4
ORD2302,2024-03-10,Sofia Müller,sofia.müller@example.com,Spain,Furniture,4.0,689.33,26.0,2757.32
ORD3456,2024-06-23,Lukas Weber,lukas.weber@example.com,UK,,5.0,811.58,47.0,4057.9
ORD1286,2024-03-01,Anna Fischer,anna.fischer@example.com,UK,Furniture,4.0,1048.51,22.0,4194.04
ORD1354,2024-06-19,Marie Becker,marie.becker@example.com,UK,Office Supplies,3.0,1017.49,43.0,3052.47
ORD3395,2024-03-19,Emma Weber,emma.weber@example.com,France,Office Supplies,4.0,917.8,,3671.2
ORD2107,2024-07-04,Marie Wagner,marie.wagner@example.com,UK,Electronics,3.0,1025.31,30.0,3075.93
ORD2838,2024-06-08,Emma Müller,emma.müller@example.com,France,Furniture,4.0,1027.21,45.0,4108.84
ORD2736,2024-05-19,Anna Klein,anna.klein@example.com,UK,Furniture,,27.41,67.0,
ORD3365,2024-07-01,Sofia Weber,sofia.weber@example.com,Spain,Office Supplies,2.0,402.46,47.0,804.92
ORD1477,2024-07-31,Lukas Weber,lukas.weber@example.com,Germany,Furniture,4.0,1307.92,28.0,5231.68
ORD1826,2024-03-19,Anna Wagner,anna.wagner@example.com,France,Furniture,5.0,132.65,48.0,663.25
ORD1627,2024-07-15,Sofia Fischer,sofia.fischer@example.com,UK,Electronics,5.0,706.94,61.0,3534.7
ORD1341,2024-03-18,Jonas Wagner,jonas.wagner@example.com,UK,Furniture,5.0,547.1,63.0,2735.5
ORD2882,2024-08-19,Anna Becker,anna.becker@example.com,France,Electronics,3.0,597.05,28.0,1791.15
ORD2668,2024-03-30,Sofia Fischer,sofia.fischer@example.com,France,Electronics,2.0,1402.46,45.0,2804.92
ORD3032,2024-09-20,Anna Becker,anna.becker@example.com,Spain,Furniture,5.0,53.25,53.0,266.25
ORD2265,2024-02-11,Anna Becker,anna.becker@example.com,Germany,Office Supplies,2.0,926.3,,1852.6
ORD2941,2024-04-01,Jonas Wagner,jonas.wagner@example.com,Spain,,3.0,51.5,61.0,154.5
ORD1598,2024-02-09,Emma Müller,emma.müller@example.com,UK,Office Supplies,3.0,170.15,24.0,510.45
ORD2925,2024-07-19,Emma Becker,emma.becker@example.com,Spain,Furniture,4.0,1403.75,59.0,5615.0
ORD3454,2024-06-26,Sofia Klein,sofia.klein@example.com,Netherlands,Electronics,5.0,508.12,69.0,2540.6
ORD3262,2024-09-04,Sofia Weber,sofia.weber@example.com,Germany,Electronics,4.0,1299.57,39.0,5198.28
ORD3313,2024-07-05,Emma Schmidt,emma.schmidt@example.com,UK,Electronics,4.0,1381.22,61.0,5524.88
ORD1586,2024-05-20,Jonas Weber,jonas.weber@example.com,UK,Electronics,4.0,769.01,48.0,
ORD2711,2024-02-01,Emma Weber,emma.weber@example.com,Germany,Furniture,4.0,425.52,37.0,1702.08
ORD3125,2024-03-01,Sofia Weber,sofia.weber@example.com,France,Furniture,5.0,1049.81,47.0,5249.05
ORD2246,2024-07-12,Lukas Wagner,lukas.wagner@example.com,Germany,Electronics,3.0,375.95,64.0,1127.85
ORD1184,2024-09-15,Sofia Klein,sofia.klein@example.com,UK,Electronics,1.0,1317.52,49.0,1317.52
ORD3252,2024-04-29,Jonas Weber,jonas.weber@example.com,France,Electronics,3.0,123.31,59.0,369.93
ORD2438,2024-03-03,Lukas Klein,lukas.klein@example.com,Netherlands,,4.0,1030.86,40.0,4123.44
ORD3401,2024-08-29,Emma Weber,emma.weber@example.com,UK,Office Supplies,5.0,101.13,67.0,505.65
ORD2850,2024-07-11,Emma Müller,emma.müller@example.com,UK,Electronics,2.0,1072.42,33.0,2144.84
ORD3133,2024-06-28,Anna Wagner,,Spain,Electronics,5.0,852.84,56.0,4264.2
ORD2507,2024-04-30,Sofia Klein,sofia.klein@example.com,Netherlands,Furniture,2.0,638.95,40.0,1277.9
ORD3149,2024-06-07,Marie Müller,marie.müller@example.com,Spain,Furniture,2.0,587.92,37.0,1175.84
ORD1530,2024-04-09,Paul Weber,paul.weber@example.com,Netherlands,Office Supplies,1.0,1172.74,31.0,1172.74
ORD1833,2024-04-05,Paul Weber,paul.weber@example.com,Spain,Office Supplies,5.0,602.52,,3012.6
ORD2279,2024-02-18,Sofia Wagner,sofia.wagner@example.com,Germany,Electronics,3.0,769.01,30.0,
ORD2749,2024-01-03,Felix Weber,felix.weber@example.com,France,Furniture,1.0,333.82,64.0,333.82
ORD2856,2024-01-31,Anna Klein,anna.klein@example.com,Germany,Office Supplies,1.0,686.32,22.0,686.32
ORD2576,2024-03-04,Anna Klein,anna.klein@example.com,France,Office Supplies,2.0,1311.43,28.0,2622.86
ORD3173,2024-04-21,Sofia Schmidt,sofia.schmidt@example.com,Spain,Electronics,3.0,54.98,63.0,164.94
ORD1131,2024-01-24,Felix Weber,felix.weber@example.com,Germany,Office Supplies,2.0,1298.69,59.0,2597.38
ORD1240,2024-08-15,Paul Weber,paul.weber@example.com,Spain,Electronics,1.0,1203.15,18.0,1203.15
ORD3071,2024-06-20,Felix Wagner,felix.wagner@example.com,Netherlands,Furniture,,51.68,21.0,
ORD1677,2024-01-10,Marie Wagner,marie.wagner@example.com,France,Furniture,5.0,781.15,20.0,3905.75
ORD2448,2024-04-29,Marie Müller,marie.müller@example.com,Netherlands,Furniture,4.0,770.98,53.0,3083.92
ORD2804,2024-05-02,Anna Klein,,Netherlands,Furniture,5.0,486.43,22.0,2432.15
ORD1265,2024-01-27,Paul Weber,paul.weber@example.com,UK,Electronics,1.0,794.07,37.0,794.07
ORD3220,2024-04-10,Sofia Schmidt,sofia.schmidt@example.com,Germany,Office Supplies,1.0,1383.04,41.0,1383.04
ORD1770,2024-08-31,Sofia Schmidt,sofia.schmidt@example.com,Netherlands,Furniture,3.0,402.33,35.0,1206.99
ORD1781,2024-02-08,Anna Weber,anna.weber@example.com,France,,1.0,112.34,28.0,112.34
ORD1976,2024-03-23,Emma Klein,emma.klein@example.com,Netherlands,Electronics,5.0,931.2,45.0,4656.0
ORD1204,2024-09-08,Emma Schmidt,emma.schmidt@example.com,France,Office Supplies,4.0,977.12,49.0,3908.48
ORD2496,2024-03-08,Emma Schmidt,emma.schmidt@example.com,France,Office Supplies,5.0,1272.12,41.0,6360.6
ORD2701,2024-05-22,Marie Müller,marie.müller@example.com,Germany,Furniture,1.0,1216.74,,1216.74
ORD2744,2024-09-05,Emma Wagner,emma.wagner@example.com,UK,Furniture,5.0,736.42,55.0,
ORD3353,2024-09-26,Lukas Schmidt,lukas.schmidt@example.com,Germany,Electronics,4.0,889.32,25.0,3557.28
ORD2231,2024-01-01,Paul Wagner,paul.wagner@example.com,France,,2.0,844.48,69.0,1688.96
ORD1809,2024-04-05,Marie Fischer,marie.fischer@example.com,Spain,Electronics,2.0,48.09,21.0,96.18
ORD1744,2024-03-26,Jonas Müller,jonas.müller@example.com,Netherlands,Furniture,3.0,685.25,43.0,2055.75
ORD1111,2024-06-23,Anna Fischer,anna.fischer@example.com,Netherlands,Furniture,5.0,1217.6,24.0,6088.0
ORD2868,2024-02-09,Anna Becker,anna.becker@example.com,Netherlands,Office Supplies,2.0,604.7,38.0,1209.4
ORD2768,2024-04-07,Marie Wagner,,UK,Office Supplies,1.0,560.96,45.0,560.96
ORD2492,2024-05-18,Anna Schmidt,anna.schmidt@example.com,Germany,Furniture,5.0,799.66,26.0,3998.3
ORD2442,2024-07-16,Jonas Fischer,jonas.fischer@example.com,France,Electronics,1.0,370.1,53.0,370.1
ORD2130,2024-09-16,Paul Fischer,paul.fischer@example.com,Spain,Electronics,2.0,1140.03,30.0,2280.06
ORD2786,2024-06-05,Anna Schmidt,anna.schmidt@example.com,Germany,Office Supplies,1.0,1242.81,,1242.81
ORD3476,2024-04-05,Sofia Weber,sofia.weber@example.com,UK,Furniture,,724.05,30.0,
ORD2553,2024-05-21,Paul Müller,paul.müller@example.com,Netherlands,Electronics,1.0,17.42,22.0,17.42
ORD3234,2024-02-24,Sofia Fischer,sofia.fischer@example.com,Netherlands,Office Supplies,1.0,1490.07,43.0,1490.07
ORD1584,2024-03-10,Anna Klein,anna.klein@example.com,France,Office Supplies,2.0,752.76,,1505.52
ORD1209,2024-04-05,Sofia Fischer,sofia.fischer@example.com,Germany,Electronics,4.0,1135.93,62.0,4543.72
ORD3196,2024-05-14,Jonas Klein,jonas.klein@example.com,Netherlands,Furniture,1.0,1405.77,45.0,1405.77
ORD1364,2024-05-07,Sofia Weber,sofia.weber@example.com,Germany,Office Supplies,4.0,1032.12,62.0,4128.48
ORD2187,2024-08-14,Sofia Wagner,sofia.wagner@example.com,Netherlands,Office Supplies,2.0,202.98,60.0,405.96
ORD1140,2024-06-05,Sofia Müller,,UK,Furniture,3.0,600.54,49.0,1801.62
ORD1897,2024-09-02,Jonas Klein,jonas.klein@example.com,Spain,Electronics,5.0,878.47,26.0,4392.35
ORD2725,2024-09-02,Paul Schmidt,paul.schmidt@example.com,France,Electronics,3.0,1350.16,68.0,4050.48
ORD2217,2024-07-29,Paul Fischer,paul.fischer@example.com,Germany,Furniture,1.0,452.79,52.0,452.79
ORD2063,2024-06-11,Lukas Fischer,lukas.fischer@example.com,Germany,Furniture,2.0,586.21,18.0,1172.42
ORD1171,2024-09-20,Sofia Müller,sofia.müller@example.com,France,Furniture,3.0,621.92,54.0,1865.76
ORD2061,2024-03-25,Felix Klein,,Germany,Electronics,2.0,147.25,60.0,294.5
ORD1368,2024-01-08,Anna Becker,anna.becker@example.com,France,Furniture,1.0,798.23,23.0,798.23
ORD2990,2024-01-28,Felix Weber,felix.weber@example.com,Spain,Furniture,5.0,172.2,29.0,861.0
ORD1236,2024-05-12,Sofia Klein,,UK,Office Supplies,4.0,609.0,42.0,2436.0
ORD2108,2024-08-05,Anna Fischer,anna.fischer@example.com,Spain,Furniture,1.0,1171.04,19.0,1171.04
ORD1868,2024-03-20,Paul Schmidt,paul.schmidt@example.com,Germany,Furniture,4.0,1078.41,26.0,4313.64
ORD1969,2024-03-19,Lukas Klein,lukas.klein@example.com,Spain,Office Supplies,2.0,862.95,64.0,1725.9
ORD2610,2024-01-13,Anna Fischer,anna.fischer@example.com,Netherlands,Electronics,3.0,843.42,27.0,2530.26
ORD1825,2024-01-13,Jonas Becker,jonas.becker@example.com,France,Electronics,2.0,687.99,39.0,1375.98
ORD3026,2024-04-09,Sofia Müller,sofia.müller@example.com,UK,Electronics,5.0,409.19,53.0,2045.95
ORD3486,2024-07-17,Jonas Schmidt,jonas.schmidt@example.com,Netherlands,Electronics,5.0,619.88,46.0,3099.4
ORD3267,2024-06-01,Sofia Wagner,sofia.wagner@example.com,Germany,Furniture,3.0,1429.44,,4288.32
ORD1014,2024-04-16,Jonas Schmidt,jonas.schmidt@example.com,UK,Office Supplies,2.0,187.98,62.0,375.96
ORD3069,2024-05-14,Lukas Klein,lukas.klein@example.com,UK,Electronics,3.0,881.96,40.0,2645.88
ORD3218,2024-03-01,Paul Becker,paul.becker@example.com,Spain,Furniture,4.0,249.87,39.0,999.48
ORD2228,2024-07-05,Anna Weber,anna.weber@example.com,Netherlands,Office Supplies,1.0,731.28,31.0,
ORD3449,2024-01-28,Marie Schmidt,marie.schmidt@example.com,Spain,Electronics,1.0,1406.17,23.0,1406.17
ORD1273,2024-03-18,Emma Fischer,emma.fischer@example.com,France,,5.0,1066.06,37.0,5330.3
ORD1142,2024-02-17,Emma Weber,emma.weber@example.com,Germany,Electronics,3.0,1241.62,64.0,3724.86
ORD3161,2024-07-09,Felix Wagner,felix.wagner@example.com,Netherlands,Furniture,5.0,494.61,44.0,2473.05
ORD1084,2024-02-13,Marie Müller,marie.müller@example.com,Germany,Furniture,3.0,842.37,33.0,2527.11
ORD2568,2024-07-21,Sofia Weber,,Germany,Electronics,1.0,1426.15,41.0,1426.15
ORD1230,2024-05-31,Jonas Schmidt,jonas.schmidt@example.com,France,Furniture,2.0,691.12,22.0,1382.24
ORD2731,2024-02-17,Sofia Müller,sofia.müller@example.com,France,Electronics,5.0,1003.8,65.0,5019.0
ORD2917,2024-02-12,Felix Klein,,Germany,Office Supplies,,726.62,39.0,
ORD2846,2024-02-12,Lukas Schmidt,lukas.schmidt@example.com,UK,Furniture,1.0,312.67,58.0,312.67
ORD2332,2024-05-08,Paul Wagner,paul.wagner@example.com,France,Furniture,3.0,990.16,21.0,2970.48
ORD1510,2024-01-07,Paul Klein,paul.klein@example.com,Germany,Electronics,2.0,42.19,25.0,84.38
ORD3320,2024-04-29,Paul Becker,paul.becker@example.com,Spain,Electronics,2.0,425.53,34.0,851.06
ORD2962,2024-01-22,Felix Wagner,felix.wagner@example.com,Spain,Office Supplies,1.0,1319.15,35.0,1319.15
ORD2812,2024-03-12,Felix Fischer,felix.fischer@example.com,France,Office Supplies,,498.69,,
ORD2330,2024-05-14,Lukas Schmidt,lukas.schmidt@example.com,Germany,Electronics,1.0,769.01,58.0,
ORD2089,2024-02-10,Sofia Becker,sofia.becker@example.com,France,Electronics,4.0,957.97,25.0,3831.88
ORD3027,2024-07-14,Sofia Weber,sofia.weber@example.com,UK,Office Supplies,5.0,921.28,68.0,4606.4
ORD3005,2024-01-22,Anna Schmidt,anna.schmidt@example.com,Spain,Furniture,5.0,1014.47,26.0,5072.35
ORD3419,2024-06-12,Sofia Müller,sofia.müller@example.com,France,Furniture,2.0,1400.32,62.0,2800.64
ORD3290,2024-02-09,Anna Fischer,anna.fischer@example.com,Germany,Furniture,4.0,97.79,,391.16
ORD1944,2024-01-06,Emma Klein,emma.klein@example.com,UK,,1.0,1053.08,66.0,1053.08
ORD2940,2024-04-15,Sofia Schmidt,,Spain,,2.0,72.51,38.0,145.02
ORD2097,2024-07-15,Felix Klein,felix.klein@example.com,France,Office Supplies,4.0,359.22,46.0,1436.88
ORD1671,2024-02-03,Marie Klein,marie.klein@example.com,UK,Office Supplies,5.0,38.36,23.0,191.8
ORD2185,2024-06-17,Felix Weber,felix.weber@example.com,France,Furniture,4.0,928.67,38.0,3714.68
ORD2641,2024-06-13,Marie Weber,marie.weber@example.com,UK,Office Supplies,1.0,1137.95,53.0,1137.95
ORD3242,2024-06-25,Anna Wagner,anna.wagner@example.com,France,Office Supplies,3.0,810.6,32.0,2431.8
ORD1360,2024-07-25,Felix Becker,felix.becker@example.com,Netherlands,Electronics,5.0,1274.43,32.0,6372.15
ORD2974,2024-11-01,Emma Becker,emma.becker@example.com,Germany,Electronics,4.0,1385.94,49.0,5543.76
ORD1004,2024-06-05,Jonas Schmidt,jonas.schmidt@example.com,Spain,Office Supplies,4.0,1119.6,54.0,4478.4
ORD3081,2024-05-06,Sofia Wagner,sofia.wagner@example.com,Spain,Office Supplies,4.0,731.28,25.0,
ORD2884,2024-07-05,Marie Weber,marie.weber@example.com,UK,Office Supplies,1.0,20.4,67.0,20.4
ORD2678,2024-07-15,Emma Schmidt,emma.schmidt@example.com,France,Furniture,4.0,948.41,68.0,3793.64
ORD1098,2024-08-30,Anna Becker,anna.becker@example.com,UK,Electronics,4.0,278.59,49.0,1114.36
ORD1960,2024-07-18,Sofia Fischer,sofia.fischer@example.com,Spain,Office Supplies,3.0,168.2,46.0,504.6
ORD3315,2024-01-14,Lukas Weber,lukas.weber@example.com,Germany,Furniture,4.0,734.3,19.0,2937.2
ORD1093,2024-07-22,Jonas Müller,jonas.müller@example.com,UK,Office Supplies,5.0,411.13,43.0,2055.65
ORD2797,2024-05-24,Marie Weber,marie.weber@example.com,UK,Office Supplies,3.0,1168.7,29.0,3506.1
ORD2339,2024-08-22,Emma Fischer,emma.fischer@example.com,UK,Furniture,1.0,303.79,43.0,303.79
ORD1037,2024-06-01,Marie Becker,marie.becker@example.com,Netherlands,Furniture,4.0,624.79,57.0,2499.16
ORD1278,2024-03-20,Marie Wagner,marie.wagner@example.com,Spain,Electronics,1.0,571.33,68.0,571.33
ORD3443,2024-03-19,Marie Müller,marie.müller@example.com,Spain,Furniture,3.0,391.84,55.0,1175.52
ORD2858,2024-01-06,Jonas Schmidt,jonas.schmidt@example.com,Spain,Furniture,4.0,1264.53,62.0,5058.12
ORD3310,2024-03-15,Lukas Becker,lukas.becker@example.com,France,Furniture,2.0,65.84,21.0,131.68
ORD2729,2024-07-13,Anna Wagner,anna.wagner@example.com,Netherlands,Furniture,2.0,168.5,38.0,337.0
ORD1068,2024-04-03,Anna Becker,anna.becker@example.com,France,Furniture,2.0,1098.62,37.0,2197.24
ORD1958,2024-07-24,Felix Becker,felix.becker@example.com,Netherlands,Furniture,2.0,972.71,59.0,1945.42
ORD2268,2024-02-16,Felix Weber,felix.weber@example.com,Spain,,3.0,1106.82,69.0,3320.46
ORD1756,2024-01-21,Marie Schmidt,marie.schmidt@example.com,Germany,Office Supplies,1.0,542.77,60.0,542.77
ORD2455,2024-02-26,Lukas Becker,,France,Electronics,5.0,486.18,29.0,2430.9
ORD2221,2024-07-13,Anna Müller,anna.müller@example.com,France,,4.0,524.93,25.0,2099.72
ORD2864,2024-07-05,Lukas Wagner,lukas.wagner@example.com,Germany,Furniture,1.0,131.26,,131.26
ORD2500,2024-07-18,Paul Müller,paul.müller@example.com,France,Furniture,4.0,1301.98,62.0,5207.92
ORD3184,2024-01-21,Emma Wagner,emma.wagner@example.com,Netherlands,Office Supplies,2.0,1207.06,68.0,2414.12
ORD3046,2024-09-11,Sofia Schmidt,sofia.schmidt@example.com,Netherlands,Furniture,5.0,1007.1,36.0,5035.5
ORD3049,2024-06-11,Paul Schmidt,paul.schmidt@example.com,Spain,Office Supplies,5.0,1477.56,45.0,7387.8
ORD1785,2024-02-19,Marie Schmidt,marie.schmidt@example.com,France,Office Supplies,3.0,498.61,66.0,1495.83
ORD1426,2024-09-24,Marie Becker,marie.becker@example.com,Germany,Furniture,5.0,734.58,67.0,3672.9
ORD1069,2024-09-14,Anna Becker,anna.becker@example.com,Germany,Furniture,4.0,23.27,44.0,93.08
ORD2464,2024-08-25,Felix Müller,felix.müller@example.com,Netherlands,Office Supplies,5.0,1291.09,69.0,6455.45
ORD1648,2024-01-21,Felix Schmidt,felix.schmidt@example.com,Germany,Electronics,2.0,1241.46,55.0,2482.92
ORD1925,2024-02-06,Sofia Fischer,sofia.fischer@example.com,UK,Electronics,5.0,1295.06,48.0,6475.3
ORD2653,2024-10-04,Lukas Becker,lukas.becker@example.com,Spain,Electronics,,926.03,,
ORD1606,2024-09-14,Emma Fischer,emma.fischer@example.com,France,Electronics,2.0,1391.27,52.0,2782.54
ORD2959,2024-01-02,Felix Klein,felix.klein@example.com,Germany,Electronics,2.0,1098.0,52.0,2196.0
ORD2012,2024-01-10,Sofia Fischer,sofia.fischer@example.com,Germany,Electronics,2.0,353.43,32.0,706.86
ORD2102,2024-09-07,Emma Becker,emma.becker@example.com,Spain,Electronics,1.0,1310.94,44.0,1310.94
ORD3231,2024-03-25,Sofia Klein,sofia.klein@example.com,Spain,Office Supplies,5.0,602.03,61.0,3010.15
ORD2981,2024-06-04,Lukas Becker,lukas.becker@example.com,UK,Electronics,2.0,626.77,32.0,1253.54
ORD3293,2024-08-10,Felix Müller,felix.müller@example.com,Germany,Furniture,4.0,827.96,67.0,3311.84
ORD3070,2024-03-24,Felix Schmidt,felix.schmidt@example.com,France,Office Supplies,3.0,268.64,18.0,805.92
ORD3327,2024-05-08,Anna Müller,anna.müller@example.com,Spain,Electronics,4.0,440.32,60.0,1761.28
ORD1886,2024-05-03,Anna Becker,anna.becker@example.com,France,Furniture,4.0,1299.86,44.0,5199.44
ORD2505,2024-09-16,Anna Becker,anna.becker@example.com,Netherlands,Office Supplies,1.0,1441.06,32.0,1441.06
ORD2152,2024-05-27,Lukas Becker,lukas.becker@example.com,France,Furniture,1.0,1319.08,55.0,1319.08
ORD2977,2024-05-06,Marie Klein,marie.klein@example.com,UK,Electronics,3.0,68.65,24.0,205.95
ORD2637,2024-06-06,Marie Fischer,marie.fischer@example.com,Netherlands,Electronics,4.0,1424.12,52.0,5696.48
ORD2524,2024-04-21,Anna Schmidt,,France,Electronics,2.0,1179.63,28.0,2359.26
ORD2440,2024-02-02,Emma Becker,emma.becker@example.com,Spain,Electronics,2.0,800.88,35.0,1601.76
ORD1904,2024-06-02,Paul Klein,paul.klein@example.com,France,Furniture,4.0,546.78,62.0,2187.12
ORD1953,2024-06-15,Marie Schmidt,marie.schmidt@example.com,UK,Office Supplies,2.0,1370.2,32.0,2740.4
ORD2916,2024-05-05,Sofia Weber,sofia.weber@example.com,France,Electronics,,806.85,55.0,
ORD1655,2024-02-17,Anna Schmidt,anna.schmidt@example.com,France,Furniture,1.0,125.13,45.0,125.13
ORD3014,2024-01-04,Lukas Schmidt,lukas.schmidt@example.com,Netherlands,Office Supplies,5.0,1419.6,18.0,7098.0
ORD2891,2024-08-22,Paul Wagner,paul.wagner@example.com,Germany,Electronics,3.0,1065.14,59.0,3195.42
ORD3248,2024-11-01,Paul Weber,paul.weber@example.com,France,Office Supplies,,123.57,39.0,
ORD1194,2024-05-14,Emma Weber,emma.weber@example.com,Germany,Electronics,1.0,1041.96,58.0,1041.96
ORD3436,2024-09-01,Anna Weber,,France,Furniture,,56.95,42.0,
ORD1468,2024-09-11,Emma Becker,emma.becker@example.com,France,Electronics,,289.85,45.0,
ORD3475,2024-02-26,Anna Wagner,anna.wagner@example.com,Netherlands,Furniture,5.0,378.76,37.0,1893.8
ORD1101,2024-04-21,Anna Weber,anna.weber@example.com,France,Office Supplies,2.0,1443.08,60.0,2886.16
